date,temp_max_C,temp_min_C,temp_mean_C,precipitation_mm,solar_radiation_MJ_m2,windspeed_10m_max_kmh,windgusts_10m_max_kmh,cloudcover_percent
2007-12-25,5.9,-0.7,1.6,0.0,4.2,16.8,30.2,99
2007-12-26,6.7,0.1,3.4,2.4,3.03,12.2,26.6,81
2007-12-27,7.4,3.1,5.1,0.0,1.38,12.0,24.5,100
2007-12-28,7.3,3.5,5.9,0.0,1.98,18.5,35.3,82
2007-12-29,8.7,3.8,6.0,1.9,2.1,28.7,54.0,68
2007-12-30,8.2,3.2,5.0,0.3,3.77,17.1,35.6,51
2007-12-31,6.1,1.0,3.6,0.1,1.66,6.9,11.9,76
2008-01-01,4.4,0.8,3.4,0.0,2.04,12.6,24.1,100
2008-01-02,2.6,-1.6,0.4,0.0,4.82,17.4,33.5,76
2008-01-03,5.8,-1.2,2.1,2.4,2.32,15.0,28.1,99
2008-01-04,8.9,3.8,6.6,1.7,2.42,30.4,56.2,97
2008-01-05,9.5,7.2,8.3,10.0,2.94,35.2,77.4,90
2008-01-06,8.1,4.6,6.8,0.2,3.4,18.5,33.5,82
2008-01-07,11.3,7.2,8.7,0.7,5.0,25.2,53.6,52
2008-01-08,7.4,4.2,5.8,0.0,2.39,18.7,36.0,77
2008-01-09,8.7,4.8,7.1,2.2,2.78,21.3,40.3,91
2008-01-10,10.7,3.5,7.1,0.0,2.13,27.2,53.6,97
2008-01-11,10.5,6.7,9.0,3.3,1.48,31.1,68.0,93
2008-01-12,8.0,3.5,5.7,0.2,5.35,26.7,56.2,42
2008-01-13,8.2,3.5,5.6,0.0,4.23,23.2,42.8,93
2008-01-14,9.9,4.5,6.9,1.5,4.27,23.4,53.6,70
2008-01-15,8.6,6.8,7.9,7.3,0.64,41.2,99.0,100
2008-01-16,8.8,4.5,6.8,4.3,2.91,32.6,79.9,75
2008-01-17,11.3,3.9,7.4,1.4,2.74,28.5,54.4,88
2008-01-18,11.8,8.1,10.1,0.0,2.09,23.9,52.6,95
2008-01-19,12.6,10.7,11.5,0.0,2.91,23.9,48.6,94
2008-01-20,12.4,8.2,9.8,0.0,4.38,16.6,33.1,88
2008-01-21,10.6,5.5,8.4,0.0,5.08,27.2,52.2,85
2008-01-22,10.5,3.0,7.4,2.3,4.01,32.8,74.2,92
2008-01-23,9.6,2.1,5.6,0.0,3.84,13.6,28.8,67
2008-01-24,10.4,6.0,7.6,0.4,2.26,17.3,36.4,91
2008-01-25,7.2,-2.6,2.4,0.0,5.65,11.0,20.5,44
2008-01-26,7.7,-3.0,1.0,0.0,6.6,9.7,19.1,60
2008-01-27,8.6,-3.0,1.2,0.0,7.13,12.7,23.0,74
2008-01-28,3.4,-2.7,0.3,0.0,3.4,9.8,13.0,77
2008-01-29,4.1,0.5,1.8,0.0,3.07,5.8,14.4,100
2008-01-30,4.3,-0.7,1.7,2.5,1.21,17.6,36.4,74
2008-01-31,6.1,-1.6,2.1,1.0,4.96,38.2,70.2,78
2008-02-01,8.1,2.5,5.3,22.5,0.68,34.7,68.4,95
2008-02-02,6.3,-1.6,2.0,0.0,7.65,14.5,26.6,10
2008-02-03,7.5,-1.8,2.6,0.0,6.79,27.7,51.5,92
2008-02-04,8.0,3.0,6.2,4.4,5.26,29.6,76.0,82
2008-02-05,11.8,2.7,8.0,4.7,1.49,35.3,79.2,100
2008-02-06,11.1,4.2,9.4,0.7,5.84,31.4,70.2,45
2008-02-07,7.7,-0.3,3.5,0.0,5.32,9.7,17.3,44
2008-02-08,11.0,0.2,4.6,0.0,8.97,11.6,23.8,0
2008-02-09,10.7,-0.1,4.3,0.0,9.21,10.6,22.3,19
2008-02-10,10.2,-2.3,3.1,0.0,9.43,10.1,21.2,0
2008-02-11,11.1,-0.4,4.4,0.0,9.51,14.3,28.4,5
2008-02-12,10.6,-1.5,4.4,0.0,9.74,11.3,20.9,11
2008-02-13,10.6,-1.2,4.2,0.0,9.92,11.3,22.0,0
2008-02-14,8.6,-2.8,2.2,0.0,9.41,12.6,23.8,8
2008-02-15,5.6,-1.1,2.0,0.0,6.78,16.9,36.0,66
2008-02-16,5.4,-2.3,0.9,0.0,10.86,18.8,38.2,0
2008-02-17,7.2,-3.4,0.9,0.0,10.97,14.6,27.4,0
2008-02-18,8.9,-3.8,1.5,0.0,11.01,12.4,24.8,0
2008-02-19,9.9,-3.3,2.9,0.0,10.73,11.2,23.4,22
2008-02-20,8.2,4.5,6.6,5.8,1.36,10.8,19.4,96
2008-02-21,11.0,6.0,8.1,0.1,5.12,14.6,29.5,100
2008-02-22,11.8,8.5,9.8,0.1,3.6,20.2,39.6,99
2008-02-23,11.7,6.4,8.9,0.0,5.52,10.2,22.7,84
2008-02-24,15.2,0.9,7.9,0.0,11.69,15.9,33.1,19
2008-02-25,11.8,7.7,10.0,1.9,3.7,15.7,29.2,98
2008-02-26,10.7,8.4,9.5,5.8,1.3,26.1,59.8,89
2008-02-27,10.4,4.9,7.5,0.0,7.11,14.8,29.5,93
2008-02-28,11.7,6.1,8.7,1.4,1.58,17.2,30.2,100
2008-02-29,12.4,9.2,10.8,0.5,4.46,29.1,54.7,100
2008-03-01,12.3,8.3,10.9,0.3,8.92,36.1,69.5,74
2008-03-02,12.6,7.6,9.8,0.0,3.02,22.9,47.9,87
2008-03-03,10.2,5.1,8.5,1.8,10.11,22.4,47.2,75
2008-03-04,7.6,2.1,4.5,2.0,10.5,27.8,61.6,74
2008-03-05,6.6,-0.3,3.0,0.0,11.34,20.6,44.6,33
2008-03-06,10.2,-2.1,4.1,0.0,6.87,10.1,24.8,68
2008-03-07,9.8,3.8,6.6,0.9,8.16,14.6,31.7,82
2008-03-08,10.4,-0.7,5.8,0.0,12.0,19.1,37.4,92
2008-03-09,9.7,4.8,7.6,5.7,3.8,22.9,45.7,84
2008-03-10,9.0,3.6,5.7,7.8,4.04,45.3,84.2,85
2008-03-11,13.1,6.0,9.3,1.9,6.88,34.2,76.0,81
2008-03-12,12.3,6.2,9.6,5.0,11.51,36.2,86.0,60
2008-03-13,10.7,5.5,7.8,1.8,6.44,23.3,46.1,91
2008-03-14,12.5,9.2,10.7,0.2,3.17,24.7,47.9,100
2008-03-15,17.6,6.5,11.4,3.8,12.42,27.2,53.6,99
2008-03-16,12.5,8.0,9.6,8.4,7.65,27.8,56.2,94
2008-03-17,8.8,5.2,6.9,0.6,8.61,19.8,40.3,93
2008-03-18,7.5,-0.1,4.0,0.0,11.79,17.1,34.6,40
2008-03-19,7.9,-0.3,3.6,0.8,14.89,22.0,46.4,34
2008-03-20,8.5,-0.7,4.0,1.0,10.32,27.4,50.8,80
2008-03-21,8.3,4.3,6.9,9.5,12.28,33.5,71.3,66
2008-03-22,8.3,0.4,4.1,3.1,12.78,25.8,47.9,70
2008-03-23,6.2,-2.1,2.2,2.5,14.43,22.3,46.8,70
2008-03-24,7.0,0.0,2.9,2.7,13.74,21.8,50.8,77
2008-03-25,7.3,-1.0,3.1,1.4,12.13,21.1,43.9,71
2008-03-26,10.0,2.8,6.2,4.1,8.47,14.2,28.4,88
2008-03-27,10.2,3.5,6.4,6.9,15.07,22.3,45.0,66
2008-03-28,9.9,0.2,5.2,5.4,4.57,31.4,69.8,75
2008-03-29,12.1,3.4,8.1,0.0,12.97,23.6,51.1,66
2008-03-30,11.5,7.6,9.5,4.2,6.41,22.1,47.9,95
2008-03-31,12.2,4.7,8.1,0.7,10.69,18.3,34.2,68
2008-04-01,12.5,3.6,8.2,0.2,8.68,23.7,46.8,77
2008-04-02,11.9,5.5,8.8,0.4,5.8,19.7,41.4,96
2008-04-03,12.0,8.2,10.1,0.2,11.95,18.4,37.4,78
2008-04-04,13.2,2.0,7.9,0.0,15.35,9.5,22.3,48
2008-04-05,10.5,4.9,8.0,1.9,7.61,18.7,40.3,80
2008-04-06,7.8,0.8,3.9,4.0,16.14,24.1,42.1,72
2008-04-07,8.2,-0.1,3.6,1.8,19.07,25.6,45.7,59
2008-04-08,9.4,-0.7,4.5,0.0,15.75,12.3,29.2,94
2008-04-09,8.0,1.7,5.2,2.2,7.13,17.8,33.8,98
2008-04-10,10.9,0.6,5.9,0.4,13.14,12.8,32.4,86
2008-04-11,12.3,3.1,7.9,0.2,18.08,17.8,39.6,77
2008-04-12,13.0,4.0,8.1,4.5,15.74,22.8,49.0,55
2008-04-13,12.1,6.3,8.5,7.8,12.06,14.6,31.7,90
2008-04-14,10.8,4.5,7.4,6.0,15.51,20.9,47.2,74
2008-04-15,10.8,2.8,6.6,0.2,18.31,10.9,27.7,50
2008-04-16,11.6,-0.9,6.0,0.0,23.18,13.0,28.4,10
2008-04-17,11.5,1.2,6.7,0.2,21.28,28.6,58.3,52
2008-04-18,15.0,6.7,10.2,3.5,12.96,19.9,42.8,97
2008-04-19,15.1,8.5,11.1,8.2,13.54,19.8,38.5,81
2008-04-20,15.5,7.0,11.1,3.5,14.78,14.7,34.6,91
2008-04-21,14.7,9.9,12.1,5.1,10.62,21.6,50.0,99
2008-04-22,17.0,5.9,11.8,1.3,15.11,8.1,20.5,73
2008-04-23,14.6,8.5,11.6,0.7,11.9,14.6,32.8,55
2008-04-24,16.6,3.2,10.8,0.6,20.05,21.3,43.6,34
2008-04-25,16.0,6.1,11.1,0.0,20.79,9.7,22.7,77
2008-04-26,18.7,5.4,12.5,0.0,22.49,12.6,28.1,89
2008-04-27,22.5,9.5,15.7,0.0,21.1,14.6,31.7,84
2008-04-28,15.6,9.0,12.3,5.1,15.36,20.1,47.2,90
2008-04-29,13.1,6.6,9.4,9.0,10.13,27.1,58.0,89
2008-04-30,14.0,8.2,10.7,3.5,18.01,32.6,73.1,73
2008-05-01,14.2,6.7,9.9,3.0,17.24,23.5,49.7,79
2008-05-02,16.3,5.1,11.0,0.0,18.4,10.0,24.5,72
2008-05-03,21.3,8.7,14.8,0.0,25.17,11.5,28.1,54
2008-05-04,22.0,9.8,15.9,0.0,23.12,13.7,27.4,67
2008-05-05,20.1,9.9,15.1,0.0,20.95,19.8,37.8,68
2008-05-06,21.3,9.6,15.7,0.0,26.09,15.5,36.4,1
2008-05-07,22.9,10.4,17.1,0.0,25.59,15.7,33.1,10
2008-05-08,23.8,11.6,17.9,0.0,26.54,15.9,34.9,13
2008-05-09,23.9,12.6,18.4,0.0,22.67,16.9,34.9,72
2008-05-10,23.8,13.7,18.7,0.0,24.71,15.8,32.4,94
2008-05-11,22.9,12.2,18.1,0.0,27.54,16.9,36.0,11
2008-05-12,23.1,11.7,17.8,0.0,25.5,14.7,38.2,11
2008-05-13,24.1,10.1,17.8,0.0,25.83,12.9,28.1,24
2008-05-14,23.6,11.0,17.6,4.4,23.53,9.6,22.3,56
2008-05-15,18.2,13.4,15.8,6.1,10.43,9.3,20.5,96
2008-05-16,20.3,10.2,15.3,5.5,20.47,11.2,20.9,81
2008-05-17,18.4,11.2,14.6,5.9,18.99,14.9,34.9,66
2008-05-18,16.9,8.5,12.6,8.6,17.56,20.0,39.2,74
2008-05-19,15.2,9.1,12.2,0.0,16.09,19.6,45.7,79
2008-05-20,16.7,7.9,12.4,0.0,18.32,16.6,36.0,64
2008-05-21,17.7,9.5,14.1,0.0,17.07,14.3,27.4,74
2008-05-22,18.3,10.6,14.9,0.0,14.95,9.2,24.1,81
2008-05-23,20.4,10.8,15.7,0.0,20.5,12.7,27.4,77
2008-05-24,21.5,13.4,16.7,16.5,14.85,18.6,44.3,97
2008-05-25,20.8,10.8,16.2,1.1,20.53,13.4,24.5,74
2008-05-26,21.2,14.4,17.0,8.7,18.03,18.2,32.4,85
2008-05-27,19.6,10.7,15.8,10.3,10.27,17.9,45.4,94
2008-05-28,20.3,14.5,17.3,2.5,18.19,29.6,55.8,84
2008-05-29,20.5,12.0,16.2,1.4,13.29,9.8,21.6,94
2008-05-30,21.9,12.2,16.9,0.0,20.75,11.2,22.0,92
2008-05-31,18.7,12.8,16.0,1.0,14.28,10.9,27.4,96
2008-06-01,21.6,11.6,16.5,2.4,20.2,12.5,24.5,95
2008-06-02,21.5,14.3,17.8,3.7,16.12,10.8,27.0,90
2008-06-03,19.0,14.0,16.0,1.1,15.68,19.9,48.6,90
2008-06-04,17.0,12.5,14.4,0.5,4.89,12.6,24.1,100
2008-06-05,18.8,12.2,15.1,0.0,16.43,10.4,28.4,100
2008-06-06,15.8,11.6,13.6,0.4,12.14,17.6,35.3,99
2008-06-07,17.5,9.8,13.6,2.3,11.55,18.2,34.2,97
2008-06-08,20.3,9.2,15.3,0.0,17.67,14.2,29.2,58
2008-06-09,24.9,13.4,18.8,0.2,24.84,16.1,36.0,29
2008-06-10,25.0,13.9,19.8,0.0,27.32,15.7,29.9,5
2008-06-11,20.4,12.6,16.9,0.0,22.15,19.7,41.4,45
2008-06-12,16.3,10.8,13.5,4.7,13.76,25.9,49.7,55
2008-06-13,16.1,6.6,12.4,0.1,20.04,10.0,23.8,45
2008-06-14,17.6,10.4,13.9,0.1,20.48,14.1,31.0,86
2008-06-15,17.2,10.0,13.6,1.4,18.81,11.3,23.8,98
2008-06-16,18.6,8.5,14.1,3.4,23.08,16.3,27.7,62
2008-06-17,20.8,9.4,15.8,0.0,24.9,11.8,22.3,28
2008-06-18,20.7,11.4,16.4,0.0,26.22,18.9,42.1,60
2008-06-19,21.3,12.4,16.6,2.5,17.49,25.5,58.0,72
2008-06-20,21.3,13.2,17.6,0.3,15.25,12.7,29.9,83
2008-06-21,26.4,13.2,20.1,0.0,24.87,12.7,27.7,36
2008-06-22,26.3,16.3,21.4,2.9,21.25,21.4,54.0,42
2008-06-23,21.5,11.1,16.7,0.3,26.43,15.8,34.9,30
2008-06-24,27.1,13.7,20.3,4.1,24.94,11.4,23.8,24
2008-06-25,24.0,18.0,20.6,0.0,25.64,17.2,38.9,42
2008-06-26,22.7,12.3,17.9,0.0,23.3,11.2,23.4,68
2008-06-27,20.8,12.6,17.4,0.0,13.99,17.7,35.3,66
2008-06-28,24.0,15.5,19.5,0.1,16.85,13.7,33.8,67
2008-06-29,23.2,15.7,19.4,0.0,13.5,11.3,24.5,91
2008-06-30,23.4,12.5,18.5,0.0,28.28,9.5,22.3,22
2008-07-01,28.4,12.3,21.2,0.0,29.25,13.7,29.9,2
2008-07-02,22.6,18.0,20.3,5.9,13.76,13.9,37.4,88
2008-07-03,21.4,14.7,17.3,2.8,20.72,23.4,39.6,65
2008-07-04,21.2,10.4,16.3,0.8,23.86,14.3,25.6,34
2008-07-05,21.9,15.3,18.0,9.9,13.02,16.7,40.7,82
2008-07-06,21.0,12.1,16.9,0.0,20.32,28.5,56.2,51
2008-07-07,19.3,13.2,15.9,4.4,18.01,30.5,75.6,68
2008-07-08,19.4,13.9,16.2,0.7,14.28,26.7,52.9,76
2008-07-09,22.6,13.2,17.8,0.0,16.54,19.1,40.7,70
2008-07-10,25.4,14.6,19.9,1.8,18.96,26.5,51.5,59
2008-07-11,21.5,15.5,18.1,5.7,14.1,21.9,43.9,73
2008-07-12,19.1,13.5,16.4,0.2,19.21,18.3,37.4,50
2008-07-13,19.0,10.1,14.9,2.3,22.2,11.6,28.8,46
2008-07-14,21.8,9.2,16.4,0.0,24.23,8.4,18.4,24
2008-07-15,24.4,11.8,18.6,0.0,22.12,14.0,28.1,18
2008-07-16,22.1,15.3,18.1,0.0,15.43,16.8,36.7,78
2008-07-17,22.2,12.7,17.6,0.0,21.66,15.8,33.8,70
2008-07-18,21.0,14.6,17.9,0.2,12.51,16.7,36.7,81
2008-07-19,22.9,16.6,19.2,0.4,17.31,25.2,54.4,54
2008-07-20,20.4,11.6,16.0,0.2,21.25,22.7,47.2,39
2008-07-21,20.1,11.4,15.8,0.0,23.04,20.9,43.6,40
2008-07-22,23.4,10.9,17.5,0.0,26.19,10.5,28.1,8
2008-07-23,25.8,12.4,19.6,0.0,26.46,16.2,36.4,5
2008-07-24,27.2,14.6,21.4,0.0,27.85,20.8,44.3,17
2008-07-25,27.2,15.9,21.7,0.4,19.49,12.7,27.7,80
2008-07-26,25.1,16.8,20.5,10.1,20.06,9.6,22.3,76
2008-07-27,27.1,16.3,21.9,0.0,20.33,9.7,25.9,54
2008-07-28,29.3,17.0,23.6,0.5,22.6,18.0,35.6,43
2008-07-29,25.2,15.7,20.7,5.8,20.25,15.5,35.6,72
2008-07-30,28.5,17.3,23.2,0.0,22.51,8.4,19.1,45
2008-07-31,31.8,19.8,24.9,2.5,21.01,13.7,32.0,83
2008-08-01,22.7,17.6,20.6,0.0,13.84,21.9,40.7,80
2008-08-02,21.3,15.3,18.4,1.3,4.42,28.5,49.7,82
2008-08-03,23.3,17.0,19.8,2.2,8.47,27.7,50.8,92
2008-08-04,24.2,16.3,19.8,5.4,19.1,24.3,51.5,72
2008-08-05,26.1,15.2,20.3,0.0,20.24,11.4,27.4,66
2008-08-06,30.1,15.2,23.4,0.0,24.26,13.3,28.1,19
2008-08-07,24.0,17.7,20.7,17.3,14.96,21.0,50.8,81
2008-08-08,21.7,15.4,18.2,1.6,16.79,23.7,50.8,73
2008-08-09,23.5,14.8,19.0,0.0,20.38,17.5,36.7,65
2008-08-10,21.8,16.3,19.0,0.0,10.33,23.9,47.9,80
2008-08-11,22.6,14.8,18.4,0.1,16.85,15.9,35.6,87
2008-08-12,22.9,15.8,19.1,6.5,20.03,31.1,61.9,55
2008-08-13,21.0,14.9,17.7,0.0,17.47,33.0,67.0,44
2008-08-14,20.3,12.1,16.5,0.9,17.9,15.0,31.0,71
2008-08-15,21.0,12.2,16.1,0.0,18.69,13.0,28.8,61
2008-08-16,22.7,12.0,17.4,0.0,15.99,16.9,38.5,94
2008-08-17,21.3,14.7,17.8,0.6,16.9,18.7,43.6,70
2008-08-18,22.6,14.7,18.8,0.2,8.94,27.8,54.0,66
2008-08-19,21.9,15.5,18.5,0.1,14.14,29.3,57.2,58
2008-08-20,21.3,15.3,18.0,0.0,13.66,20.5,43.2,75
2008-08-21,22.7,14.3,18.3,0.9,11.11,17.7,35.3,70
2008-08-22,18.7,14.7,16.3,15.8,6.77,15.8,33.1,86
2008-08-23,19.1,11.5,15.5,0.0,16.25,14.7,33.5,54
2008-08-24,19.5,12.2,15.8,3.3,12.53,17.8,37.8,79
2008-08-25,22.0,14.4,17.6,0.9,17.44,12.2,27.0,75
2008-08-26,23.5,15.9,19.2,0.0,13.69,9.9,20.5,83
2008-08-27,23.2,15.8,18.8,0.0,17.5,10.8,23.4,60
2008-08-28,20.2,15.5,17.6,0.0,9.89,8.7,18.0,95
2008-08-29,21.1,16.1,18.3,0.0,11.8,11.5,23.0,92
2008-08-30,27.6,14.6,20.6,0.0,21.08,13.7,28.8,6
2008-08-31,25.8,16.1,20.8,4.2,14.74,18.4,43.9,78
2008-09-01,21.9,16.5,18.4,0.4,12.49,17.3,36.0,82
2008-09-02,21.5,15.8,18.1,1.4,9.07,31.5,55.4,92
2008-09-03,16.7,12.7,14.0,5.4,6.73,17.6,37.1,92
2008-09-04,18.9,10.7,14.8,1.5,11.52,24.3,50.0,77
2008-09-05,18.9,12.8,15.8,6.3,3.9,30.6,57.2,93
2008-09-06,20.3,15.3,17.6,0.0,14.93,33.5,59.8,50
2008-09-07,18.9,14.1,16.2,0.4,10.4,26.4,55.1,77
2008-09-08,19.4,10.9,15.2,0.1,15.75,11.7,25.9,42
2008-09-09,24.0,11.7,17.7,0.0,13.63,19.7,50.4,54
2008-09-10,23.3,15.5,19.1,0.3,9.0,18.2,36.7,89
2008-09-11,25.6,14.8,19.3,8.6,14.54,19.6,38.9,55
2008-09-12,17.5,12.0,14.7,5.6,12.92,13.3,29.2,66
2008-09-13,17.9,9.2,13.5,0.0,12.95,16.2,36.0,79
2008-09-14,17.8,11.6,14.5,0.0,17.4,16.9,31.0,47
2008-09-15,16.2,7.8,12.3,0.0,11.44,14.6,31.3,76
2008-09-16,16.4,8.3,12.7,0.0,14.92,15.4,32.4,65
2008-09-17,15.2,8.6,12.0,0.0,13.99,18.6,39.2,93
2008-09-18,16.3,7.7,11.4,0.1,15.86,13.2,25.9,56
2008-09-19,17.4,7.8,12.1,0.0,17.31,15.3,30.6,8
2008-09-20,18.0,7.7,12.7,0.0,17.33,19.5,40.0,2
2008-09-21,16.9,7.5,12.2,0.0,16.74,20.6,42.1,34
2008-09-22,17.1,8.3,12.7,0.0,12.17,18.2,39.6,22
2008-09-23,16.3,8.0,12.5,0.0,10.32,16.7,36.7,54
2008-09-24,17.7,11.2,13.9,2.8,10.64,11.7,23.8,76
2008-09-25,18.0,12.5,14.6,0.0,9.8,17.6,37.8,75
2008-09-26,17.8,8.6,13.2,0.0,15.57,24.5,46.1,9
2008-09-27,18.8,7.9,13.2,0.0,15.81,18.1,36.7,0
2008-09-28,18.9,6.1,12.7,0.0,15.45,9.1,19.1,19
2008-09-29,16.9,6.2,11.5,0.0,9.98,12.2,29.5,61
2008-09-30,14.5,9.3,11.8,0.9,2.88,25.8,47.5,98
2008-10-01,16.3,12.1,14.0,0.5,5.28,30.7,68.4,86
2008-10-02,14.1,8.3,11.1,1.6,11.44,25.6,57.2,64
2008-10-03,11.4,6.2,8.5,2.2,10.33,25.5,56.9,62
2008-10-04,13.6,3.5,9.0,0.0,10.66,23.3,43.9,71
2008-10-05,15.4,10.4,12.5,5.6,2.89,35.5,74.9,99
2008-10-06,17.9,13.3,15.2,1.0,8.1,27.7,48.2,83
2008-10-07,21.7,12.9,16.4,2.6,8.58,18.5,36.7,96
2008-10-08,16.0,11.7,13.8,0.2,6.86,14.2,28.1,100
2008-10-09,14.8,7.7,11.0,0.0,9.39,12.3,27.0,59
2008-10-10,17.3,5.2,11.5,0.0,10.04,9.3,23.8,41
2008-10-11,20.6,7.5,13.5,0.0,11.02,10.5,19.4,42
2008-10-12,19.4,9.3,13.8,0.8,8.36,10.0,22.0,65
2008-10-13,23.1,12.9,17.0,2.0,11.5,16.3,33.8,28
2008-10-14,17.2,11.9,14.4,0.0,6.92,9.9,18.4,98
2008-10-15,16.4,13.6,14.8,2.7,2.69,24.9,47.2,99
2008-10-16,13.6,8.3,11.8,2.9,4.1,16.4,36.7,85
2008-10-17,13.7,4.8,9.6,0.0,9.99,7.9,15.1,62
2008-10-18,13.5,6.5,10.4,0.0,7.86,6.5,14.0,80
2008-10-19,14.9,7.0,10.4,0.0,10.45,9.8,25.2,42
2008-10-20,19.5,6.7,13.0,0.0,8.77,24.8,50.4,46
2008-10-21,15.6,8.5,11.8,7.1,2.48,24.2,41.8,97
2008-10-22,13.0,6.2,9.1,0.0,8.17,10.5,24.8,68
2008-10-23,13.4,2.3,7.5,0.0,9.6,11.5,25.9,36
2008-10-24,11.4,4.5,8.2,0.1,3.65,11.2,21.2,84
2008-10-25,14.0,9.5,11.1,0.0,4.82,9.5,18.0,87
2008-10-26,14.9,8.5,11.5,0.1,5.04,21.8,44.6,96
2008-10-27,13.6,6.6,11.0,18.2,7.79,19.2,40.7,77
2008-10-28,9.4,3.3,5.9,0.2,6.96,10.0,23.8,43
2008-10-29,8.2,0.9,4.4,0.0,6.77,9.4,18.4,59
2008-10-30,6.4,1.7,3.9,1.8,4.79,21.0,43.6,94
2008-10-31,6.5,4.3,5.1,5.6,2.21,15.3,28.8,98
2008-11-01,11.8,5.8,8.3,17.7,1.83,23.7,45.7,99
2008-11-02,11.8,6.9,8.9,0.3,6.9,21.1,43.9,100
2008-11-03,16.4,8.2,11.1,0.0,7.64,14.5,28.1,58
2008-11-04,15.4,4.4,9.9,0.0,7.48,21.6,39.6,41
2008-11-05,11.0,7.6,8.9,6.8,1.42,25.1,43.2,100
2008-11-06,10.8,7.4,9.1,0.1,2.0,10.2,19.8,98
2008-11-07,10.5,6.3,8.7,5.9,2.19,18.4,33.5,80
2008-11-08,13.0,5.1,8.4,1.3,5.92,27.2,50.8,74
2008-11-09,12.6,10.5,11.7,4.8,4.8,31.1,70.9,99
2008-11-10,14.2,12.1,13.2,3.2,1.74,35.2,73.8,100
2008-11-11,14.3,7.7,10.9,5.4,6.18,36.6,81.4,61
2008-11-12,10.1,4.8,7.3,0.2,3.11,14.0,25.6,62
2008-11-13,10.5,2.4,5.8,0.0,5.29,7.9,20.5,56
2008-11-14,11.2,3.5,7.8,0.0,1.72,9.8,18.7,93
2008-11-15,12.3,9.2,10.4,0.1,2.23,9.2,20.5,98
2008-11-16,12.6,10.2,11.2,0.2,2.06,14.8,28.1,100
2008-11-17,10.9,6.6,8.2,0.3,3.91,12.0,23.0,96
2008-11-18,10.7,7.0,8.7,3.8,1.79,14.5,26.6,99
2008-11-19,10.1,6.8,8.5,0.0,2.25,16.2,27.4,92
2008-11-20,12.1,8.4,9.9,0.0,1.63,19.1,36.0,100
2008-11-21,11.0,5.8,9.3,2.2,2.05,27.5,58.7,97
2008-11-22,5.9,1.4,3.8,1.0,4.95,25.1,45.7,60
2008-11-23,6.3,-2.8,1.3,6.8,1.98,27.8,66.6,54
2008-11-24,6.4,1.1,3.9,0.5,3.53,22.0,41.0,85
2008-11-25,6.1,-1.8,1.9,0.3,4.15,19.3,39.2,54
2008-11-26,5.7,0.4,2.8,0.0,3.03,12.6,23.0,52
2008-11-27,4.7,2.4,3.6,0.1,2.19,16.5,34.2,90
2008-11-28,3.2,1.0,2.2,1.1,1.66,16.2,30.6,98
2008-11-29,4.6,0.2,2.4,2.1,2.82,13.7,25.6,93
2008-11-30,4.6,0.2,2.6,7.8,1.39,14.6,34.6,100
2008-12-01,5.7,3.0,4.2,1.3,1.98,15.5,29.5,97
2008-12-02,5.7,0.1,3.1,1.4,4.42,27.4,50.0,58
2008-12-03,7.0,0.7,4.6,6.9,0.52,27.2,50.4,92
2008-12-04,8.8,-1.7,3.4,5.6,1.25,32.5,81.7,71
2008-12-05,8.0,5.0,6.1,1.3,2.53,29.7,68.4,80
2008-12-06,7.8,3.0,5.6,1.2,3.19,21.7,40.0,66
2008-12-07,6.4,-1.3,2.3,0.0,4.68,10.0,19.8,59
2008-12-08,4.0,-1.4,1.5,0.0,4.42,9.7,22.0,94
2008-12-09,3.0,-1.7,0.3,2.4,1.41,13.5,26.6,81
2008-12-10,3.2,-0.8,1.0,0.0,2.06,16.2,32.4,47
2008-12-11,3.7,-3.6,-0.3,0.0,3.27,10.0,17.3,50
2008-12-12,1.9,-1.9,-0.0,0.0,2.81,17.1,30.6,69
2008-12-13,3.4,-1.9,0.5,4.0,1.74,24.4,45.7,91
2008-12-14,4.4,1.6,2.8,3.8,1.03,15.6,39.2,100
2008-12-15,4.7,-0.9,1.5,0.0,4.25,15.5,29.9,85
2008-12-16,1.0,-0.9,0.0,0.0,2.21,13.2,25.2,100
2008-12-17,6.4,-0.4,2.3,0.6,0.74,15.3,30.6,94
2008-12-18,7.8,0.1,4.0,0.0,0.74,14.0,24.5,98
2008-12-19,8.6,4.4,7.2,0.0,4.57,16.3,31.7,66
2008-12-20,10.2,4.6,7.8,0.0,1.02,18.7,36.4,99
2008-12-21,10.5,7.8,9.3,0.0,3.1,15.9,30.2,96
2008-12-22,9.3,6.5,7.8,0.1,1.35,11.0,19.1,94
2008-12-23,8.2,3.4,7.0,0.0,3.2,10.3,22.7,65
2008-12-24,5.4,2.5,3.8,0.0,2.03,15.3,31.3,80
2008-12-25,6.3,4.1,4.9,0.0,2.3,23.0,43.6,80
2008-12-26,3.3,-0.9,1.3,0.0,5.08,27.4,51.1,18
2008-12-27,1.9,-2.0,-0.6,0.0,4.95,19.0,37.8,0
2008-12-28,0.6,-3.5,-2.1,0.0,4.98,21.9,35.6,9
2008-12-29,1.7,-4.8,-2.5,0.0,4.97,13.3,23.0,0
2008-12-30,2.2,-3.0,-0.8,0.9,2.75,13.1,23.4,81
2008-12-31,2.5,-1.2,-0.1,0.0,3.35,8.2,18.7,88
2009-01-01,2.7,-2.7,-0.1,0.0,2.52,10.7,20.5,84
