date,temp_max_C,temp_min_C,temp_mean_C,precipitation_mm,solar_radiation_MJ_m2,windspeed_10m_max_kmh,windgusts_10m_max_kmh,cloudcover_percent
2010-10-06,17.7,13.9,15.7,1.2,4.6,18.0,32.8,97
2010-10-07,21.7,12.9,16.2,0.0,10.32,13.4,27.7,66
2010-10-08,22.4,12.6,16.8,0.0,12.87,11.5,23.0,12
2010-10-09,22.7,13.3,17.4,0.0,12.77,11.2,23.4,0
2010-10-10,19.1,12.4,15.7,0.0,12.68,20.2,38.9,9
2010-10-11,18.2,9.3,13.3,0.0,13.29,23.4,46.1,0
2010-10-12,16.2,6.7,11.1,0.0,13.02,18.4,34.6,0
2010-10-13,12.9,5.0,8.6,0.0,12.3,19.3,37.4,16
2010-10-14,13.7,5.3,9.1,0.0,12.36,15.7,30.6,11
2010-10-15,13.1,8.6,10.6,0.3,5.48,12.5,27.7,90
2010-10-16,13.5,7.5,10.3,2.8,8.41,19.4,42.1,58
2010-10-17,9.6,3.5,6.6,0.0,5.85,21.4,41.0,73
2010-10-18,12.3,1.9,7.4,0.0,9.67,14.0,25.6,56
2010-10-19,13.4,8.3,10.6,1.5,5.86,20.3,47.5,87
2010-10-20,10.5,4.8,7.6,0.1,8.87,21.7,41.8,44
2010-10-21,9.4,0.7,5.0,0.0,11.04,10.1,16.2,25
2010-10-22,10.9,0.7,5.0,0.0,9.75,9.2,15.5,43
2010-10-23,10.8,1.6,6.1,3.4,3.56,26.7,58.7,77
2010-10-24,10.6,4.9,7.6,0.1,7.6,17.4,32.0,44
2010-10-25,10.4,3.7,6.4,0.0,8.94,19.6,44.3,21
2010-10-26,10.1,-0.9,4.9,0.0,8.04,11.1,22.3,66
2010-10-27,12.8,7.3,9.2,0.0,6.7,16.0,33.5,97
2010-10-28,14.0,9.4,11.0,0.0,7.89,14.8,27.4,94
2010-10-29,17.0,8.2,11.9,0.0,6.79,18.5,37.4,100
2010-10-30,14.9,9.5,12.4,5.7,6.76,20.6,35.3,77
2010-10-31,15.5,9.0,11.4,0.4,8.17,14.0,25.9,89
2010-11-01,13.2,8.0,10.3,0.0,4.52,19.4,36.7,70
2010-11-02,12.9,6.1,9.8,0.0,3.64,17.6,36.7,88
2010-11-03,15.8,11.0,13.3,0.0,2.61,19.5,42.1,99
2010-11-04,16.3,13.3,15.0,0.0,3.46,20.5,41.8,98
2010-11-05,15.7,11.0,12.9,0.0,4.47,18.6,36.7,60
2010-11-06,12.3,9.3,10.6,10.9,0.7,21.4,42.8,91
2010-11-07,9.1,4.5,7.4,5.5,2.87,12.5,26.3,97
2010-11-08,6.9,2.8,4.6,8.8,1.24,31.4,74.2,91
2010-11-09,9.9,5.6,7.5,5.2,2.3,17.3,34.9,91
2010-11-10,8.8,3.8,6.2,1.5,4.81,19.9,42.1,64
2010-11-11,13.8,3.1,6.9,8.1,1.19,37.7,73.1,87
2010-11-12,14.2,10.0,12.0,2.7,2.18,32.9,70.6,92
2010-11-13,14.4,13.2,13.8,5.0,0.45,32.7,67.0,100
2010-11-14,13.6,8.9,12.3,5.8,1.58,27.5,63.0,100
2010-11-15,11.4,5.4,7.8,0.0,5.53,7.6,19.1,71
2010-11-16,9.1,1.6,5.1,0.1,5.59,8.0,15.1,33
2010-11-17,6.0,1.7,4.2,0.5,2.8,14.7,32.4,84
2010-11-18,8.5,3.2,6.1,0.0,2.12,14.0,28.8,91
2010-11-19,9.0,4.5,6.6,0.0,2.43,14.7,27.0,86
2010-11-20,11.0,5.0,7.6,0.0,5.86,16.6,29.5,90
2010-11-21,7.5,4.2,5.9,5.4,1.8,13.7,30.6,100
2010-11-22,5.5,3.7,4.4,0.3,2.15,13.8,25.9,99
2010-11-23,7.0,1.2,3.8,0.0,2.89,11.0,26.3,74
2010-11-24,6.5,0.9,3.2,1.3,5.17,12.9,29.9,48
2010-11-25,4.1,0.0,2.6,5.7,3.91,12.6,29.9,82
2010-11-26,3.4,-1.8,0.4,0.0,5.17,13.7,28.4,30
